DISTRICT,DIST_LGD,SUB_DIST,Subdt_LGD,NAME,CEN_2001,TYPE,STATE,nutrition_idx,protection_idx,education_idx,health_idx,child_anaemia,early_marriage,anc_4plus
Kaimur (Bhabua),200,Mohania,1449,Bhadaulia,'1031000503370600,Village,Bihar,13013.7,21689.5,24788,21689.5,21689.5,27886.5,21689.5
Rohtas,215,Kochas,1457,Lodipur,'1022000802344200,Village,Bihar,13014.12,21690.2,24788.8,21690.2,21690.2,27887.4,21690.2
Rohtas,215,Sanjhauli,1465,Tamoli Khap,'1025000302765700,Village,Bihar,13014.54,21690.9,24789.6,21690.9,21690.9,27888.3,21690.9
Jehanabad,199,Jehanabad,1536,Mufti chak,'1033000103691000,Village,Bihar,13014.96,21691.6,24790.4,21691.6,21691.6,27889.2,21691.6
Nalanda,209,Ekangarsarai,1391,Mundipur,'1032000103484700,Village,Bihar,13015.38,21692.3,24791.2,21692.3,21692.3,27890.1,21692.3
Lakhisarai,204,Surajgarha,1367,Rampur Thana Amanat Sa,'1032000203511700,Village,Bihar,13015.8,21693,24792,21693,21693,27891,21693
Rohtas,215,Sanjhauli,1465,Misrauliya,'1031000403362900,Village,Bihar,13016.22,21693.7,24792.8,21693.7,21693.7,27891.9,21693.7
Kaimur (Bhabua),200,Mohania,1449,Barhaulia,'1025000302761600,Village,Bihar,13016.64,21694.4,24793.6,21694.4,21694.4,27892.8,21694.4
Jehanabad,199,Karpi,1544,Kutubpur Tera,'1031000603379500,Village,Bihar,13017.06,21695.1,24794.4,21695.1,21695.1,27893.7,21695.1
Bhagalpur,192,Sultanganj,1340,Jagardari,'1025000302761500,Village,Bihar,13017.48,21695.8,24795.2,21695.8,21695.8,27894.6,21695.8
Rohtas,215,Kargahar,1467,Chandarbhan Patti,'1033001003757400,Village,Bihar,13017.9,21696.5,24796,21696.5,21696.5,27895.5,21696.5
Jehanabad,199,Kaler,1543,Sohsa,'1027001402899700,Village,Bihar,13018.32,21697.2,24796.8,21697.2,21697.2,27896.4,21697.2
Lakhisarai,204,Surajgarha,1367,Chakthani,'1022001202377400,Village,Bihar,13018.74,21697.9,24797.6,21697.9,21697.9,27897.3,21697.9
Nalanda,209,Noorsarai,1387,Paparnohsa,'1032000603547000,Village,Bihar,13019.16,21698.6,24798.4,21698.6,21698.6,27898.2,21698.6
Lakhisarai,204,Surajgarha,1367,Rampur Thana Amanat Sa,'1022001102358800,Village,Bihar,13019.58,21699.3,24799.2,21699.3,21699.3,27899.1,21699.3
Sheikhpura,219,Sheikhpura,1374,Chitaura,'1022001302389400,Village,Bihar,13020,21700,24800,21700,21700,27900,21700
Jehanabad,199,Kaler,1543,Makhmulpur,'1024000602720700,Village,Bihar,13020.42,21700.7,24800.8,21700.7,21700.7,27900.9,21700.7
Sheikhpura,219,Sheikhpura,1374,Katari,'1022001302389200,Village,Bihar,13020.84,21701.4,24801.6,21701.4,21701.4,27901.8,21701.4
Bhagalpur,192,Goradih,1342,Usta,'1025000302769000,Village,Bihar,13021.26,21702.1,24802.4,21702.1,21702.1,27902.7,21702.1
Kaimur (Bhabua),200,Mohania,1449,Kurra,'1022000802342600,Village,Bihar,13021.68,21702.8,24803.2,21702.8,21702.8,27903.6,21702.8
Bhagalpur,192,Nathnagar,1339,Katahara,'1032000103484800,Village,Bihar,13022.1,21703.5,24804,21703.5,21703.5,27904.5,21703.5
Rohtas,215,Kochas,1457,Sanwandehri,'1022001502419300,Village,Bihar,13022.52,21704.2,24804.8,21704.2,21704.2,27905.4,21704.2
Nalanda,209,Bihar,1386,Perhuka,'1026000102798300,Village,Bihar,13022.94,21704.9,24805.6,21704.9,21704.9,27906.3,21704.9
Sheikhpura,219,Sheikhpura,1374,Aijhi,'1031000503370500,Village,Bihar,13023.36,21705.6,24806.4,21705.6,21705.6,27907.2,21705.6
Rohtas,215,Kochas,1457,Ekaunia,'1022001002349400,Village,Bihar,13023.78,21706.3,24807.2,21706.3,21706.3,27908.1,21706.3
Kaimur (Bhabua),200,Durgawati,1450,Isari,'1033000103689800,Village,Bihar,13024.2,21707,24808,21707,21707,27909,21707
Rohtas,215,Dinara,1458,Bhelari Purwari,'1027000902870800,Village,Bihar,13024.62,21707.7,24808.8,21707.7,21707.7,27909.9,21707.7
Bhagalpur,192,Colgong,1336,Gohar,'1026000302802600,Village,Bihar,13025.04,21708.4,24809.6,21708.4,21708.4,27910.8,21708.4
Jehanabad,199,Karpi,1544,Manirampur,'1033000603721100,Village,Bihar,13025.46,21709.1,24810.4,21709.1,21709.1,27911.7,21709.1
Lakhisarai,204,Surajgarha,1367,Ajodhea,'1022001102360300,Village,Bihar,13025.88,21709.8,24811.2,21709.8,21709.8,27912.6,21709.8
Lakhisarai,204,Surajgarha,1367,Afjunpur,'1033000303701900,Village,Bihar,13026.3,21710.5,24812,21710.5,21710.5,27913.5,21710.5
Sheikhpura,219,Sheikhpura,1374,Mobarakpur,'1031000403362800,Village,Bihar,13026.72,21711.2,24812.8,21711.2,21711.2,27914.4,21711.2
Munger,207,Kharagpur,1360,Turukdih,'1031000303333200,Village,Bihar,13027.14,21711.9,24813.6,21711.9,21711.9,27915.3,21711.9
Munger,207,Asarganj,1361,Sajua Milik,'1031000403346800,Village,Bihar,13027.56,21712.6,24814.4,21712.6,21712.6,27916.2,21712.6
Lakhisarai,204,Surajgarha,1367,Pakri,'1022001302385800,Village,Bihar,13027.98,21713.3,24815.2,21713.3,21713.3,27917.1,21713.3
Bhagalpur,192,Shahkund,1341,Sarokh Inglish,'1031000503371000,Village,Bihar,13028.4,21714,24816,21714,21714,27918,21714
Kaimur (Bhabua),200,Mohania,1449,Raipuria,'1031000403346700,Village,Bihar,13028.82,21714.7,24816.8,21714.7,21714.7,27918.9,21714.7
Rohtas,215,Karakat,1462,Khirsa,'1033000303701200,Village,Bihar,13029.24,21715.4,24817.6,21715.4,21715.4,27919.8,21715.4
Rohtas,215,Dinara,1458,Baruna,'1022001102358500,Village,Bihar,13029.66,21716.1,24818.4,21716.1,21716.1,27920.7,21716.1
Jehanabad,199,Kako,1537,Ramzani,'1025000302769400,Village,Bihar,13030.08,21716.8,24819.2,21716.8,21716.8,27921.6,21716.8
Munger,207,Asarganj,1361,Kamrain,'1022001102367700,Village,Bihar,13030.5,21717.5,24820,21717.5,21717.5,27922.5,21717.5
Kaimur (Bhabua),200,Mohania,1449,Paspipra,'1022001302389100,Village,Bihar,13030.92,21718.2,24820.8,21718.2,21718.2,27923.4,21718.2
Rohtas,215,Karakat,1462,Dhorhandih,'1024000502709500,Village,Bihar,13031.34,21718.9,24821.6,21718.9,21718.9,27924.3,21718.9
Bhagalpur,192,Shahkund,1341,Ekdari,'1027001402901400,Village,Bihar,13031.76,21719.6,24822.4,21719.6,21719.6,27925.2,21719.6
Kaimur (Bhabua),200,Chand,1451,Chanos,'1022001302389300,Village,Bihar,13032.18,21720.3,24823.2,21720.3,21720.3,27926.1,21720.3
Jehanabad,199,Kurtha,1546,Qamariya Chak,'1022001302390000,Village,Bihar,13032.6,21721,24824,21721,21721,27927,21721
Nalanda,209,Bihar,1386,Bahuwara,'1027000802866300,Village,Bihar,13033.02,21721.7,24824.8,21721.7,21721.7,27927.9,21721.7
Munger,207,Asarganj,1361,Mangarba,'1026000402813900,Village,Bihar,13033.44,21722.4,24825.6,21722.4,21722.4,27928.8,21722.4
Kaimur (Bhabua),200,Mohania,1449,Kanauli,'1022001302386000,Village,Bihar,13033.86,21723.1,24826.4,21723.1,21723.1,27929.7,21723.1
Bhagalpur,192,Nathnagar,1339,Belkhoria,'1022001002348700,Village,Bihar,13034.28,21723.8,24827.2,21723.8,21723.8,27930.6,21723.8
Kaimur (Bhabua),200,Kudra,1448,Bhataulia,'1027000902869000,Village,Bihar,13034.7,21724.5,24828,21724.5,21724.5,27931.5,21724.5
Jehanabad,199,Ghoshi,1539,Damaua,'1025000302763700,Village,Bihar,13035.12,21725.2,24828.8,21725.2,21725.2,27932.4,21725.2
Bhagalpur,192,Nathnagar,1339,Patodhi,'1027000902869600,Village,Bihar,13035.54,21725.9,24829.6,21725.9,21725.9,27933.3,21725.9
Nalanda,209,Bihar,1386,Nagman,'1032000603546200,Village,Bihar,13035.96,21726.6,24830.4,21726.6,21726.6,27934.2,21726.6
Bhagalpur,192,Shahkund,1341,Pairdominia Chananbighi,'1022001302389000,Village,Bihar,13036.38,21727.3,24831.2,21727.3,21727.3,27935.1,21727.3
Sheikhpura,219,Barbigha,1372,Sanwas,'1032000203509900,Village,Bihar,13036.8,21728,24832,21728,21728,27936,21728
Jehanabad,199,Kako,1537,Dharampur,'1031000403362100,Village,Bihar,13037.22,21728.7,24832.8,21728.7,21728.7,27936.9,21728.7
Jehanabad,199,Kurtha,1546,Dhamaul,'1024000602718200,Village,Bihar,13037.64,21729.4,24833.6,21729.4,21729.4,27937.8,21729.4
Munger,207,Asarganj,1361,Madhopur,'1025000302762000,Village,Bihar,13038.06,21730.1,24834.4,21730.1,21730.1,27938.7,21730.1
Kaimur (Bhabua),200,Mohania,1449,Shahbazpur,'1031000603378500,Village,Bihar,13038.48,21730.8,24835.2,21730.8,21730.8,27939.6,21730.8
Munger,207,Asarganj,1361,Dulhar,'1024000502711600,Village,Bihar,13038.9,21731.5,24836,21731.5,21731.5,27940.5,21731.5
Jehanabad,199,Karpi,1544,Salarpur,'1026000302811600,Village,Bihar,13039.32,21732.2,24836.8,21732.2,21732.2,27941.4,21732.2
Nalanda,209,Bihar,1386,Lakhranwan,'1025000302767100,Village,Bihar,13039.74,21732.9,24837.6,21732.9,21732.9,27942.3,21732.9
Jehanabad,199,Jehanabad,1536,Irki Arazi,'1027000902869400,Village,Bihar,13040.16,21733.6,24838.4,21733.6,21733.6,27943.2,21733.6
Bhagalpur,192,Sultanganj,1340,Gopikita,'1022001502420000,Village,Bihar,13040.58,21734.3,24839.2,21734.3,21734.3,27944.1,21734.3
Lakhisarai,204,Surajgarha,1367,Sirikishun,'1032000503539900,Village,Bihar,13041,21735,24840,21735,21735,27945,21735
Rohtas,215,Dinara,1458,Bidhi Khap,'1033000803741900,Village,Bihar,13041.42,21735.7,24840.8,21735.7,21735.7,27945.9,21735.7
Rohtas,215,Kargahar,1467,Larui,'1025000302768300,Village,Bihar,13041.84,21736.4,24841.6,21736.4,21736.4,27946.8,21736.4
Jehanabad,199,Ratni Faridpur,1535,Rita Bigha,'1022001402402100,Village,Bihar,13042.26,21737.1,24842.4,21737.1,21737.1,27947.7,21737.1
Rohtas,215,Karakat,1462,Mathurapur,'1022000802342400,Village,Bihar,13042.68,21737.8,24843.2,21737.8,21737.8,27948.6,21737.8
Sheikhpura,219,Ghat Kusumbha,1375,Panapur,'1022001302386100,Village,Bihar,13043.1,21738.5,24844,21738.5,21738.5,27949.5,21738.5
Munger,207,Asarganj,1361,Gopalpur,'1022001302389500,Village,Bihar,13043.52,21739.2,24844.8,21739.2,21739.2,27950.4,21739.2
Bhagalpur,192,Nathnagar,1339,Maniarpur Dhankundi,'1033000503712600,Village,Bihar,13043.94,21739.9,24845.6,21739.9,21739.9,27951.3,21739.9
Sheikhpura,219,Ghat Kusumbha,1375,Bhadausi,'1033000503713200,Village,Bihar,13044.36,21740.6,24846.4,21740.6,21740.6,27952.2,21740.6
Nalanda,209,Ben,1393,Mari,'1033000203693300,Village,Bihar,13044.78,21741.3,24847.2,21741.3,21741.3,27953.1,21741.3
Bhagalpur,192,Shahkund,1341,Daulatpur,'1022001302386300,Village,Bihar,13045.2,21742,24848,21742,21742,27954,21742
Bhagalpur,192,Colgong,1336,Mahgawan,'1022001302388500,Village,Bihar,13045.62,21742.7,24848.8,21742.7,21742.7,27954.9,21742.7
Bhagalpur,192,Shahkund,1341,Dariapur,'1032000603548800,Village,Bihar,13046.04,21743.4,24849.6,21743.4,21743.4,27955.8,21743.4
Nalanda,209,Islampur,1392,Biswak,'1022001302389700,Village,Bihar,13046.46,21744.1,24850.4,21744.1,21744.1,27956.7,21744.1
Lakhisarai,204,Surajgarha,1367,Rampur,'1025000302761300,Village,Bihar,13046.88,21744.8,24851.2,21744.8,21744.8,27957.6,21744.8
Nalanda,209,Ben,1393,Mohammadpur,'1024000402695600,Village,Bihar,13047.3,21745.5,24852,21745.5,21745.5,27958.5,21745.5
Rohtas,215,Kochas,1457,Athrolia,'1024000502710000,Village,Bihar,13047.72,21746.2,24852.8,21746.2,21746.2,27959.4,21746.2
Bhagalpur,192,Nathnagar,1339,Borgaon,'1025000302761400,Village,Bihar,13048.14,21746.9,24853.6,21746.9,21746.9,27960.3,21746.9
Jehanabad,199,Kaler,1543,Ballopur,'1022001502419800,Village,Bihar,13048.56,21747.6,24854.4,21747.6,21747.6,27961.2,21747.6
Bhagalpur,192,Sonhaula,1344,Nirpur,'1022001302389600,Village,Bihar,13048.98,21748.3,24855.2,21748.3,21748.3,27962.1,21748.3
Bhagalpur,192,Sonhaula,1344,Tarar,'1027001002880400,Village,Bihar,13049.4,21749,24856,21749,21749,27963,21749
Bhagalpur,192,Sultanganj,1340,Kamarpur,'1024000602724300,Village,Bihar,13049.82,21749.7,24856.8,21749.7,21749.7,27963.9,21749.7
Lakhisarai,204,Pipariya,1366,Pawai,'1033000803740400,Village,Bihar,13050.24,21750.4,24857.6,21750.4,21750.4,27964.8,21750.4
Rohtas,215,Bikramganj,1461,Hathilpur,'1022000802342500,Village,Bihar,13050.66,21751.1,24858.4,21751.1,21751.1,27965.7,21751.1
Munger,207,Kharagpur,1360,Mandare,'1032000203511800,Village,Bihar,13051.08,21751.8,24859.2,21751.8,21751.8,27966.6,21751.8
Nalanda,209,Bihar,1386,Pachauri,'1026000102793000,Village,Bihar,13051.5,21752.5,24860,21752.5,21752.5,27967.5,21752.5
Bhagalpur,192,Jagdishpur,1343,Bhawannipur,'1032000603541900,Village,Bihar,13051.92,21753.2,24860.8,21753.2,21753.2,27968.4,21753.2
Kaimur (Bhabua),200,Mohania,1449,Gheghiya,'1033000703734700,Village,Bihar,13052.34,21753.9,24861.6,21753.9,21753.9,27969.3,21753.9
Lakhisarai,204,Surajgarha,1367,Rampur Thana Amanat Sa,'1033000603721400,Village,Bihar,13052.76,21754.6,24862.4,21754.6,21754.6,27970.2,21754.6
Kaimur (Bhabua),200,Chand,1451,Kalyanpur,'1033000203693400,Village,Bihar,13053.18,21755.3,24863.2,21755.3,21755.3,27971.1,21755.3
Jehanabad,199,Ratni Faridpur,1535,Bheriya,'1031000503369500,Village,Bihar,13053.6,21756,24864,21756,21756,27972,21756
Jehanabad,199,Arwal,1542,Rampur Chauram,'1026000402813400,Village,Bihar,13054.02,21756.7,24864.8,21756.7,21756.7,27972.9,21756.7
Jehanabad,199,Kako,1537,Maniari,'1025000302765600,Village,Bihar,13054.44,21757.4,24865.6,21757.4,21757.4,27973.8,21757.4
Bhagalpur,192,Nathnagar,1339,Daradhi,'1033000303704400,Village,Bihar,13054.86,21758.1,24866.4,21758.1,21758.1,27974.7,21758.1
Bhagalpur,192,Shahkund,1341,Jamalpur,'1027001602911500,Village,Bihar,13055.28,21758.8,24867.2,21758.8,21758.8,27975.6,21758.8
Lakhisarai,204,Surajgarha,1367,Sirighana,'1033000803747200,Village,Bihar,13055.7,21759.5,24868,21759.5,21759.5,27976.5,21759.5
Nalanda,209,Bihar,1386,Rana Bigha,'1032000103485300,Village,Bihar,13056.12,21760.2,24868.8,21760.2,21760.2,27977.4,21760.2
Bhagalpur,192,Jagdishpur,1343,Gaura Gopalpur,'1033001003758200,Village,Bihar,13056.54,21760.9,24869.6,21760.9,21760.9,27978.3,21760.9
Rohtas,215,Kargahar,1467,Semaria Kanak,'1024000602720000,Village,Bihar,13056.96,21761.6,24870.4,21761.6,21761.6,27979.2,21761.6
Bhagalpur,192,Shahkund,1341,Baurgaon,'1033000703734500,Village,Bihar,13057.38,21762.3,24871.2,21762.3,21762.3,27980.1,21762.3
Kaimur (Bhabua),200,Mohania,1449,Danialpur kurai,'1022001602434100,Village,Bihar,13057.8,21763,24872,21763,21763,27981,21763
Nalanda,209,Islampur,1392,Mozafra,'1031000303333600,Village,Bihar,13058.22,21763.7,24872.8,21763.7,21763.7,27981.9,21763.7
Jehanabad,199,Kurtha,1546,Dakra,'1032000103485400,Village,Bihar,13058.64,21764.4,24873.6,21764.4,21764.4,27982.8,21764.4
Rohtas,215,Karakat,1462,Dhanchhuha,'1025000202750100,Village,Bihar,13059.06,21765.1,24874.4,21765.1,21765.1,27983.7,21765.1
Rohtas,215,Kargahar,1467,Akorhi,'1031000403362000,Village,Bihar,13059.48,21765.8,24875.2,21765.8,21765.8,27984.6,21765.8
Kaimur (Bhabua),200,Mohania,1449,Usari,'1022001302385900,Village,Bihar,13059.9,21766.5,24876,21766.5,21766.5,27985.5,21766.5
Bhagalpur,192,Colgong,1336,Khoja Dhanaura,'1022001102367100,Village,Bihar,13060.32,21767.2,24876.8,21767.2,21767.2,27986.4,21767.2
Rohtas,215,Sanjhauli,1465,Rajadih,'1022001102368000,Village,Bihar,13060.74,21767.9,24877.6,21767.9,21767.9,27987.3,21767.9
Bhagalpur,192,Jagdishpur,1343,Dhawa,'1024000602719800,Village,Bihar,13061.16,21768.6,24878.4,21768.6,21768.6,27988.2,21768.6
Nalanda,209,Bihar,1386,Kamarpur Paharpur,'1026000402814000,Village,Bihar,13061.58,21769.3,24879.2,21769.3,21769.3,27989.1,21769.3
Rohtas,215,Bikramganj,1461,Matuli,'1032000503539800,Village,Bihar,13062,21770,24880,21770,21770,27990,21770
Bhagalpur,192,Jagdishpur,1343,Dhawa,'1031000503371600,Village,Bihar,13062.42,21770.7,24880.8,21770.7,21770.7,27990.9,21770.7
Kaimur (Bhabua),200,Durgawati,1450,Shohpur,'1022001102367400,Village,Bihar,13062.84,21771.4,24881.6,21771.4,21771.4,27991.8,21771.4
Rohtas,215,Kochas,1457,Baradih,'1031000403346900,Village,Bihar,13063.26,21772.1,24882.4,21772.1,21772.1,27992.7,21772.1
Nalanda,209,Bihar,1386,Bhojpur,'1032000103485600,Village,Bihar,13063.68,21772.8,24883.2,21772.8,21772.8,27993.6,21772.8
Jehanabad,199,Ratni Faridpur,1535,Shahmahmad Bigha,'1032000903568600,Village,Bihar,13064.1,21773.5,24884,21773.5,21773.5,27994.5,21773.5
Lakhisarai,204,Surajgarha,1367,Narotimpur,'1033000703732600,Village,Bihar,13064.52,21774.2,24884.8,21774.2,21774.2,27995.4,21774.2
Jehanabad,199,Jehanabad,1536,Nauru,'1027001402901800,Village,Bihar,13064.94,21774.9,24885.6,21774.9,21774.9,27996.3,21774.9
Nalanda,209,Ekangarsarai,1391,Bishunpur,'1025000302768800,Village,Bihar,13065.36,21775.6,24886.4,21775.6,21775.6,27997.2,21775.6
Bhagalpur,192,Shahkund,1341,Beraichak,'1032000903568300,Village,Bihar,13065.78,21776.3,24887.2,21776.3,21776.3,27998.1,21776.3
Bhagalpur,192,Shahkund,1341,Abdulrasul,'1031000403367400,Village,Bihar,13066.2,21777,24888,21777,21777,27999,21777
Rohtas,215,Kochas,1457,Latari,'1033000303701100,Village,Bihar,13066.62,21777.7,24888.8,21777.7,21777.7,27999.9,21777.7
Bhagalpur,192,Colgong,1336,Pankhoria,'1022001202376200,Village,Bihar,13067.04,21778.4,24889.6,21778.4,21778.4,28000.8,21778.4
Lakhisarai,204,Surajgarha,1367,Rampur Thana Amanat Sa,'1032001103597200,Village,Bihar,13067.46,21779.1,24890.4,21779.1,21779.1,28001.7,21779.1
Munger,207,Asarganj,1361,Masudanpur,'1033000203695100,Village,Bihar,13067.88,21779.8,24891.2,21779.8,21779.8,28002.6,21779.8
Bhagalpur,192,Nathnagar,1339,Rajpur,'1025000302761800,Village,Bihar,13068.3,21780.5,24892,21780.5,21780.5,28003.5,21780.5
Bhagalpur,192,Sultanganj,1340,Kaluchak,'1027001002880700,Village,Bihar,13068.72,21781.2,24892.8,21781.2,21781.2,28004.4,21781.2
Munger,207,Asarganj,1361,Sajua Arazi,'1025000302767200,Village,Bihar,13069.14,21781.9,24893.6,21781.9,21781.9,28005.3,21781.9
Lakhisarai,204,Surajgarha,1367,Jagirdari,'1026000302806900,Village,Bihar,13069.56,21782.6,24894.4,21782.6,21782.6,28006.2,21782.6
Bhagalpur,192,Sonhaula,1344,Gokulpur,'1033000203692400,Village,Bihar,13069.98,21783.3,24895.2,21783.3,21783.3,28007.1,21783.3
Lakhisarai,204,Surajgarha,1367,Milik Supan,'1026000302807800,Village,Bihar,13070.4,21784,24896,21784,21784,28008,21784
Bhagalpur,192,Shahkund,1341,Patauni,'1022001402407000,Village,Bihar,13070.82,21784.7,24896.8,21784.7,21784.7,28008.9,21784.7
Rohtas,215,Karakat,1462,Mahuari,'1031000403348500,Village,Bihar,13071.24,21785.4,24897.6,21785.4,21785.4,28009.8,21785.4
Rohtas,215,Sanjhauli,1465,Aunrai,'1022001102358600,Village,Bihar,13071.66,21786.1,24898.4,21786.1,21786.1,28010.7,21786.1
Rohtas,215,Kochas,1457,Bedwalia,'1032000103486600,Village,Bihar,13072.08,21786.8,24899.2,21786.8,21786.8,28011.6,21786.8
Rohtas,215,Bikramganj,1461,Lachhmanpur,'1027000902873000,Village,Bihar,13072.5,21787.5,24900,21787.5,21787.5,28012.5,21787.5
Bhagalpur,192,Sultanganj,1340,Raghuchak,'1026000302807100,Village,Bihar,13072.92,21788.2,24900.8,21788.2,21788.2,28013.4,21788.2
Bhagalpur,192,Sultanganj,1340,Sadpur,'1032000103490000,Village,Bihar,13073.34,21788.9,24901.6,21788.9,21788.9,28014.3,21788.9
Rohtas,215,Karakat,1462,Ahibaranpur,'1031000503371300,Village,Bihar,13073.76,21789.6,24902.4,21789.6,21789.6,28015.2,21789.6
Jehanabad,199,Jehanabad,1536,Amain,'1032000203514200,Village,Bihar,13074.18,21790.3,24903.2,21790.3,21790.3,28016.1,21790.3
Jehanabad,199,Kaler,1543,Walidad,'1022000802343600,Village,Bihar,13074.6,21791,24904,21791,21791,28017,21791
Lakhisarai,204,Barahiya,1365,Shekhopur,'1033000303706300,Village,Bihar,13075.02,21791.7,24904.8,21791.7,21791.7,28017.9,21791.7
Bhagalpur,192,Jagdishpur,1343,Rasulpur,'1025000302761100,Village,Bihar,13075.44,21792.4,24905.6,21792.4,21792.4,28018.8,21792.4
Lakhisarai,204,Surajgarha,1367,Urain,'1025000302761200,Village,Bihar,13075.86,21793.1,24906.4,21793.1,21793.1,28019.7,21793.1
Jehanabad,199,Kako,1537,Ibrahimpur,'1026000302807000,Village,Bihar,13076.28,21793.8,24907.2,21793.8,21793.8,28020.6,21793.8
Nalanda,209,Ekangarsarai,1391,Barhauna,'1024000502709400,Village,Bihar,13076.7,21794.5,24908,21794.5,21794.5,28021.5,21794.5
Rohtas,215,Kargahar,1467,Khaira Dew,'1024000602719900,Village,Bihar,13077.12,21795.2,24908.8,21795.2,21795.2,28022.4,21795.2
Rohtas,215,Kargahar,1467,Bishunpura,'1025000302764000,Village,Bihar,13077.54,21795.9,24909.6,21795.9,21795.9,28023.3,21795.9
Lakhisarai,204,Surajgarha,1367,Chandanpur,'1022001302386200,Village,Bihar,13077.96,21796.6,24910.4,21796.6,21796.6,28024.2,21796.6
Rohtas,215,Kargahar,1467,Khaira Sahmal,'1031000403348400,Village,Bihar,13078.38,21797.3,24911.2,21797.3,21797.3,28025.1,21797.3
Kaimur (Bhabua),200,Mohania,1449,Rasulpur Karmahri,'1032000603547100,Village,Bihar,13078.8,21798,24912,21798,21798,28026,21798
Kaimur (Bhabua),200,Mohania,1449,Darwan,'1032000203514400,Village,Bihar,13079.22,21798.7,24912.8,21798.7,21798.7,28026.9,21798.7
Jehanabad,199,Kaler,1543,Sakri,'1033000803740300,Village,Bihar,13079.64,21799.4,24913.6,21799.4,21799.4,28027.8,21799.4
Rohtas,215,Karakat,1462,Chaugai,'1024000602720600,Village,Bihar,13080.06,21800.1,24914.4,21800.1,21800.1,28028.7,21800.1
Rohtas,215,Karakat,1462,Mathia,'1031000403363400,Village,Bihar,13080.48,21800.8,24915.2,21800.8,21800.8,28029.6,21800.8
Lakhisarai,204,Surajgarha,1367,Rampur Thana Amanat Sa,'1032000603548400,Village,Bihar,13080.9,21801.5,24916,21801.5,21801.5,28030.5,21801.5
Rohtas,215,Dinara,1458,Muswath,'1022001302388900,Village,Bihar,13081.32,21802.2,24916.8,21802.2,21802.2,28031.4,21802.2
Lakhisarai,204,Surajgarha,1367,Gausabad,'1031000603379700,Village,Bihar,13081.74,21802.9,24917.6,21802.9,21802.9,28032.3,21802.9
Bhagalpur,192,Jagdishpur,1343,Karampur,'1033000503713300,Village,Bihar,13082.16,21803.6,24918.4,21803.6,21803.6,28033.2,21803.6
Jehanabad,199,Kurtha,1546,Kurkuri,'1027000902872900,Village,Bihar,13082.58,21804.3,24919.2,21804.3,21804.3,28034.1,21804.3
Lakhisarai,204,Surajgarha,1367,Rampur Thana Amanat Sa,'1024000602724200,Village,Bihar,13083,21805,24920,21805,21805,28035,21805
Kaimur (Bhabua),200,Kudra,1448,Pachara,'1031000403347100,Village,Bihar,13083.42,21805.7,24920.8,21805.7,21805.7,28035.9,21805.7
Jehanabad,199,Ratni Faridpur,1535,Salarpur,'1022001102367200,Village,Bihar,13083.84,21806.4,24921.6,21806.4,21806.4,28036.8,21806.4
Nalanda,209,Islampur,1392,Milki,'1031000303333100,Village,Bihar,13084.26,21807.1,24922.4,21807.1,21807.1,28037.7,21807.1
Nalanda,209,Parbalpur,1389,Alipur,'1033001003757300,Village,Bihar,13084.68,21807.8,24923.2,21807.8,21807.8,28038.6,21807.8
Jehanabad,199,Arwal,1542,Dhoraha,'1022001102368100,Village,Bihar,13085.1,21808.5,24924,21808.5,21808.5,28039.5,21808.5
Munger,207,Kharagpur,1360,Daman Koh,'1027000902869900,Village,Bihar,13085.52,21809.2,24924.8,21809.2,21809.2,28040.4,21809.2
Rohtas,215,Kochas,1457,Delhua,'1022001302389900,Village,Bihar,13085.94,21809.9,24925.6,21809.9,21809.9,28041.3,21809.9
Munger,207,Asarganj,1361,Madhopur Inglish,'1026000102792700,Village,Bihar,13086.36,21810.6,24926.4,21810.6,21810.6,28042.2,21810.6
Bhagalpur,192,Shahkund,1341,Makanpur,'1033000803742000,Village,Bihar,13086.78,21811.3,24927.2,21811.3,21811.3,28043.1,21811.3
Lakhisarai,204,Lakhisarai,1368,Gangta,'1033000503713600,Village,Bihar,13087.2,21812,24928,21812,21812,28044,21812
Kaimur (Bhabua),200,Chand,1451,Babhanpura,'1024000602720900,Village,Bihar,13087.62,21812.7,24928.8,21812.7,21812.7,28044.9,21812.7
Nalanda,209,Islampur,1392,Ratanpura,'1031000403367100,Village,Bihar,13088.04,21813.4,24929.6,21813.4,21813.4,28045.8,21813.4
Rohtas,215,Kargahar,1467,Maheshpur,'1024000602723500,Village,Bihar,13088.46,21814.1,24930.4,21814.1,21814.1,28046.7,21814.1
Nalanda,209,Asthawan,1385,Shahbazpur,'1033000303706200,Village,Bihar,13088.88,21814.8,24931.2,21814.8,21814.8,28047.6,21814.8
Munger,207,Asarganj,1361,Sajua Arazi,'1027000902868900,Village,Bihar,13089.3,21815.5,24932,21815.5,21815.5,28048.5,21815.5
Bhagalpur,192,Shahkund,1341,Janipur,'1033000703732500,Village,Bihar,13089.72,21816.2,24932.8,21816.2,21816.2,28049.4,21816.2
Jehanabad,199,Jehanabad,1536,Pandui,'1022001202378300,Village,Bihar,13090.14,21816.9,24933.6,21816.9,21816.9,28050.3,21816.9
Rohtas,215,Kochas,1457,Shahpur,'1025000302762100,Village,Bihar,13090.56,21817.6,24934.4,21817.6,21817.6,28051.2,21817.6
Bhagalpur,192,Shahkund,1341,Pachrukhi,'1032000203515900,Village,Bihar,13090.98,21818.3,24935.2,21818.3,21818.3,28052.1,21818.3
