,DISTRICT,DIST_LGD,SUB_DIST,Subdt_LGD,NAME,CEN_2001,TYPE,STATE,nutrition_idx,protection_idx,education_idx,health_idx,child_anaemia,early_marriage,anc_4plus
2,Araria,188,Raniganj,1115,Lutraha Bari,'1014001501365700,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Jokihat,1120,Chikania,'1009001200793200,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Raniganj,1115,Pahasra,'1011000600997000,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Bhargama,1114,Khajuri,'1014001201332500,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Jokihat,1120,Bardenga,'1016001401637900,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Raniganj,1115,Mohni,'1016000701587600,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Jokihat,1120,Dumaria,'1013000801131600,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Raniganj,1115,Barhepara,'1014000401245800,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Jokihat,1120,Mahalgaon,'1013001001153600,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Raniganj,1115,Karahia,'1013001101161900,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Raniganj,1115,Bagulaha,'1014001201334500,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Raniganj,1115,Rajbaili,'1013000901150100,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Bhargama,1114,Barhmotar Chakla,'1016001701663700,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Araria,1116,Kochgawan,'1014001401345600,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Raniganj,1115,Mirzapur,'1013001001155000,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Raniganj,1115,Indarpur,'1013001001154700,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Jokihat,1120,Chainpur,'1013001401183200,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Raniganj,1115,Barhara,'1013000701127000,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Araria,1116,Azamnagar,'1006000900539100,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Jokihat,1120,Bazidpur,'1014000301235200,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Raniganj,1115,Basaithi,'1014001501363500,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Raniganj,1115,Kumhra,'1009001200793400,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Jokihat,1120,Malharia,'1013001101165100,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Araria,1116,Kusiargaon,'1014001201332300,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Jokihat,1120,Karhara Chhaprail,'1016001601660700,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Raniganj,1115,Basaithi Math,'1014001301337100,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Jokihat,1120,Karahara,'1013001001157100,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Raniganj,1115,Jamghatti,'1017000401710500,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Raniganj,1115,Deothal,'1017000601727400,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Jokihat,1120,Kachnahar,'1013001001154600,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Jokihat,1120,Machhaila,'1013000701126900,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Jokihat,1120,Parshadpur,'1014000401253600,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Jokihat,1120,Pipra Pachhiari,'1014001201332200,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Jokihat,1120,Chaukta,'1012000101027900,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Bhargama,1114,Sukela,'1017000601727600,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Raniganj,1115,Ghaghri,'1013001201165500,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Araria,1116,Dhakia,'1013000901151700,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Raniganj,1115,Majhua,'1016001901679100,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Raniganj,1115,Bharaili,'1014001201335700,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Jokihat,1120,Parha,'1014000301242400,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Bhargama,1114,Chaura,'1013001401182900,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Bhargama,1114,Khajuri Milik,'1016000801591200,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Jokihat,1120,Durgapur,'1014000301241000,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Bhargama,1114,Khutha Baijnath,'1011000601000000,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Raniganj,1115,Parsahat,'1009001100779000,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Araria,1116,Deoria,'1013001601185000,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Araria,1116,Lahtora,'1017000701737900,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Bhargama,1114,Tharua Patti,'1019000102025200,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Jokihat,1120,Bagnagar,'1013000701124400,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Bhargama,1114,Lachmipur alias Baghwa,'1013001401180700,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Araria,1116,Lodipur,'1009001200800100,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Raniganj,1115,Uphrail,'1009001100778900,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Raniganj,1115,Latahri,'1014000401250900,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Jokihat,1120,Masuria,'1013001101164300,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Jokihat,1120,Chilhania,'1017000301708700,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Araria,1116,Gharakhal,'1014000401251100,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Raniganj,1115,Karankia,'1019000102026000,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Araria,1116,Lohtora,'1019000102021200,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Raniganj,1115,Koskapur,'1019000102023300,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Araria,1116,Paik Tola,'1019000102029800,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Araria,1116,Bishunpur,'1017000501719200,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Raniganj,1115,Baijnathpur,'1017000701735300,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Jokihat,1120,Pechaili,'1016001901679900,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Bhargama,1114,Tonha  Israin,'1019000102029500,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Raniganj,1115,Dumra,'1017000501721700,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Jokihat,1120,Bhuna Majgawan,'1017000401709800,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Araria,1116,Tirhutbita,'1017000401710200,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Raniganj,1115,Belsara,'1009001100778300,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Araria,1116,Tirhutbita,'1019000102023000,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Raniganj,1115,Bausi,'1017000501716000,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Bhargama,1114,Chiraiya,'1017000501716100,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Araria,1116,Mirzapur,'1014001501367000,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Jokihat,1120,Majgawan,'1013001201172600,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Raniganj,1115,Dhobinia,'1013001401180800,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Bhargama,1114,Dhanesri,'1006000900537600,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Bhargama,1114,Baija Patti,'1019000102029000,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Raniganj,1115,Bhawani Nagar,'1019000102030800,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Jokihat,1120,Kakorha,'1019000102030000,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Bhargama,1114,Bisaria Patti,'1017000301704500,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Jokihat,1120,Bhuna,'1007000900623800,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Araria,1116,Chatar,'1014000301233000,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Raniganj,1115,Saidpur,'1013000801132400,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Bhargama,1114,Chandni Ghasi,'1013001201172500,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Bhargama,1114,Nawalgang Manpur,'1013001101160900,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Jokihat,1120,Sapa,'1007000900623900,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Araria,1116,Gainrha,'1017000601730500,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Jokihat,1120,Matiari,'1007000500590700,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Bhargama,1114,Chandni Ghasi,'1014001501353700,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Raniganj,1115,Ikra,'1017000301704900,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Araria,1116,Sandalpur,'1013001101164200,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Araria,1116,Domai,'1014001601370100,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Bhargama,1114,Baiju Patti Milik,'1019000102029300,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Raniganj,1115,Belwa,'1018000201877900,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Bhargama,1114,Chandni Ghasi,'1017000501724100,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Raniganj,1115,Pharkia,'1019000102031100,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Jokihat,1120,Domahana,'1017000701732200,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Raniganj,1115,Kala Balua,'1019000102022900,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Bhargama,1114,Baija Patti,'1014001501353800,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Bhargama,1114,Dhanesri,'1013000801132600,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Bhargama,1114,Nawalganj Pitamber,'1017000501723400,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Bhargama,1114,Bisaria,'1019000102031000,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Jokihat,1120,Saifullah Tola,'1019000102030500,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Bhargama,1114,Bhattaon Kamat,'1016001601658400,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Raniganj,1115,Parihari,'1014000401248300,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Jokihat,1120,Kariat,'1014001601370500,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Bhargama,1114,Birnagar,'1011000300987400,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Bhargama,1114,Dhanesri Milik,'1011000400989000,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Bhargama,1114,Akarthappa,'1012000101031200,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Bhargama,1114,Birnagar Milik,'1014000401247500,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Bhargama,1114,Hatibala,'1016001601656200,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Bhargama,1114,Bhatgaon Chakla,'1009001100781200,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Raniganj,1115,Kahbara Bishunpur,'1019000102028200,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Bhargama,1114,Tengraha,'1017001301788200,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Bhargama,1114,Lachhmipur,'1013001201169000,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Raniganj,1115,Gopalpur,'1008000700700900,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Bhargama,1114,Newa  Lal Chakla,'1009001000767200,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Bhargama,1114,Majrahi Chakla,'1017000501725100,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Bhargama,1114,Hingua Patti,'1014001601374700,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Bhargama,1114,Peare Lal Chakla,'1009001100773300,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Bhargama,1114,Hingua Milik,'1018000201875500,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Bhargama,1114,Hingua Jot,'1007000400582600,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Bhargama,1114,Birnagar Milik,'1013001201171100,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Raniganj,1115,Madhepura,'1018000201878500,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Bhargama,1114,Bhargaon,'1016001601662300,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Bhargama,1114,Jasodapur,'1016001901683400,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Bhargama,1114,Barmotara Hingua,'1013001601187600,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Bhargama,1114,Hingua Chakla,'1011000200986600,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Raniganj,1115,Malhepura,'1014001601373900,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Bhargama,1114,Hingua Milik,'1011000441101000,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Bhargama,1114,Harpur Kalan,'1014001501356900,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Bhargama,1114,Barmotara,'1014001601377600,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Bhargama,1114,Hingua Milik,'1012000101032600,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Bhargama,1114,Gopipur,'1013001201170800,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Bhargama,1114,Harpur Chakla Kalan,'1017001301791800,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
